datetime,chla_rfu,do,par,phyco,temp
2011-04-06,,,,,
2011-04-07,,,,,
2011-04-08,,,,,
2011-04-09,,,,,
2011-04-10,,,,,
2011-04-11,,,,,
2011-04-12,,,,,
2011-04-13,,,,,
2011-04-14,,,,,
2011-04-15,,,,,
2011-04-16,,,,,
2011-04-17,,,,,
2011-04-18,,13.6,,,6.1
2011-04-19,,,,,
2011-04-20,,,,,
2011-04-21,,,,,
2011-04-22,,,,,
2011-04-23,,,,,
2011-04-24,,,,,
2011-04-25,,,,,
2011-04-26,,,,,
2011-04-27,,,,,
2011-04-28,,,,,
2011-04-29,,,,,
2011-04-30,,,,,
2011-05-01,,,,,
2011-05-02,,12.0,,,7.9
2011-05-03,,,,,
2011-05-04,,,,,
2011-05-05,,,,,
2011-05-06,,,,,
2011-05-07,,,,,
2011-05-08,,,,,
2011-05-09,,,,,
2011-05-10,,,,,
2011-05-11,,,,,
2011-05-12,,,,,
2011-05-13,,,,,
2011-05-14,,,,,
2011-05-15,,,,,
2011-05-16,,,,,
2011-05-17,,10.1,,,11.1
2011-05-18,,,,,
2011-05-19,492.21500000000003,9.89,,197.75,12.09
2011-05-20,390.8,9.85,,167.46499999999997,13.0375
2011-05-21,478.99,9.66,,174.20999999999998,11.594999999999999
2011-05-22,372.105,9.6,,167.055,13.42
2011-05-23,330.745,9.5,,164.445,13.73
2011-05-24,347.09,9.53,,167.635,14.785
2011-05-25,291.1,9.19,,161.66,14.11
2011-05-26,295.44,8.95,,157.91,12.645
2011-05-27,313.46000000000004,9.14,,158.42000000000002,12.59
2011-05-28,297.43,9.1,,160.34,13.219999999999999
2011-05-29,291.25,9.15,,161.36,13.655
2011-05-30,286.75,9.08,,158.66,13.620000000000001
2011-05-31,269.38,9.09,,155.37,14.485
2011-06-01,287.09,9.27,,163.24,15.260000000000002
2011-06-02,317.095,9.41,,165.38,15.82
2011-06-03,319.42,9.35,,161.41,15.690000000000001
2011-06-04,348.05,9.42,,166.84,16.645
2011-06-05,369.355,9.9,,171.38,18.785
2011-06-06,456.735,10.33,,179.945,18.490000000000002
2011-06-07,414.67,10.24,,178.94,20.5975
2011-06-08,525.4,10.28,,185.39999999999998,19.985
2011-06-09,477.395,9.84,,199.14499999999998,20.015
2011-06-10,387.1,9.44,,190.90499999999997,19.0975
2011-06-11,340.745,9.3,,194.70999999999998,18.66
2011-06-12,319.895,9.31,,194.115,18.535
2011-06-13,311.38,9.28,,191.235,18.515
2011-06-14,329.875,9.32,,207.39999999999998,18.84
2011-06-15,348.06,9.1,,209.565,18.665
2011-06-16,330.90999999999997,9.21,,238.97,18.6
2011-06-17,353.7,9.81,,292.04,19.835
2011-06-18,400.73,10.955,,351.55,20.275
2011-06-19,401.71500000000003,10.87,,327.065,20.310000000000002
2011-06-20,405.38,11.09,,435.555,21.049999999999997
2011-06-21,354.055,11.1,,384.89,21.375
2011-06-22,334.05,9.94,,338.72,21.23
2011-06-23,373.39,10.26,,522.9300000000001,21.130000000000003
2011-06-24,370.09,9.74,,530.94,20.505
2011-06-25,388.08,9.52,,555.575,20.384999999999998
2011-06-26,375.39,11.05,,583.765,20.82
2011-06-27,313.05,8.99,,245.91500000000002,20.49
2011-06-28,329.055,9.29,,370.405,20.725
2011-06-29,376.065,10.245000000000001,,461.07,21.549999999999997
2011-06-30,317.385,8.72,,327.88,21.4775
2011-07-01,306.045,8.52,,380.555,21.634999999999998
2011-07-02,363.39,9.84,,567.76,23.6875
2011-07-03,408.56,11.105,,895.145,24.55
2011-07-04,428.735,13.41,,4429.1,24.634999999999998
2011-07-05,534.92,14.62,,2435.7,26.060000000000002
2011-07-06,417.4,13.65,,1337.2,25.93
2011-07-07,644.94,13.145,,842.635,25.6275
2011-07-08,317.72,13.17,,446.07500000000005,25.175
2011-07-09,276.54499999999996,12.73,,301.38,25.785
2011-07-10,289.38,11.89,,362.56,25.75
2011-07-11,279.38,11.28,,336.22,25.965000000000003
2011-07-12,302.72,11.375,,401.07,26.18
2011-07-13,439.76,11.13,,498.75,25.515
2011-07-14,349.39,10.725000000000001,,467.58500000000004,25.11
2011-07-15,346.065,10.355,,485.09,24.8
2011-07-16,346.73,10.285,,499.92,24.645
2011-07-17,313.05,11.46,,337.725,25.509999999999998
2011-07-18,322.06,10.6,,325.89,26.18
2011-07-19,347.72,10.59,,245.235,27.16
2011-07-20,365.4,10.645,,347.06,27.29
2011-07-21,520.42,10.34,,395.9,27.325
2011-07-22,802.475,10.305,,422.095,27.67
2011-07-23,538.455,10.57,,371.415,27.575
2011-07-24,533.42,9.76,,361.9,27.575
2011-07-25,474.775,9.63,,356.09,27.450000000000003
2011-07-26,488.44,8.86,,347.405,27.2875
2011-07-27,389.09,6.68,,287.41,26.305
2011-07-28,370.42,6.28,,297.74,26.195
2011-07-29,346.565,6.94,,271.05,26.189999999999998
2011-07-30,323.065,7.23,,226.415,27.354999999999997
2011-07-31,319.4,7.43,,224.725,27.515
2011-08-01,320.73,7.1,,223.57,27.700000000000003
2011-08-02,327.4,7.11,,278.23,27.835
2011-08-03,329.425,7.295,,271.055,27.805
2011-08-04,333.08,7.28,,262.53,27.97
2011-08-05,343.58000000000004,6.97,,264.46000000000004,27.635
2011-08-06,349.415,7.24,,260.45000000000005,27.64
2011-08-07,341.91499999999996,6.93,,275.4,27.58
2011-08-08,351.595,6.54,,289.42,27.27
2011-08-09,427.275,6.38,,323.735,24.255
2011-08-10,360.77,6.48,,318.76,23.8375
2011-08-11,384.45,7.265000000000001,,345.42499999999995,25.77
2011-08-12,392.755,6.095,,376.41499999999996,24.085
2011-08-13,408.765,5.98,,396.45,22.740000000000002
2011-08-14,400.81,6.0649999999999995,,385.47,24.68
2011-08-15,390.13,6.595000000000001,,365.435,24.89
2011-08-16,382.61,7.3149999999999995,,349.4,24.5275
2011-08-17,396.795,7.105,,388.15,24.689999999999998
2011-08-18,378.085,8.585,,342.925,25.57
2011-08-19,373.44,9.094999999999999,,342.43,25.6625
2011-08-20,378.11,8.65,,364.445,25.48
2011-08-21,372.45,8.29,,386.945,25.2
2011-08-22,371.92499999999995,8.39,,379.09000000000003,24.915
2011-08-23,383.76,7.44,,412.64,24.605
2011-08-24,382.45,7.16,,406.12,24.490000000000002
2011-08-25,377.47,7.63,,403.46500000000003,24.36
2011-08-26,379.47,7.42,,384.78499999999997,24.545
2011-08-27,387.45,7.73,,396.78499999999997,24.41
2011-08-28,384.125,7.535,,388.135,24.369999999999997
2011-08-29,378.12,7.585,,362.115,24.182499999999997
2011-08-30,371.49,7.2,,395.145,23.924999999999997
2011-08-31,367.46,6.83,,364.815,23.665
2011-09-01,354.11,7.04,,324.58000000000004,24.275
2011-09-02,374.12,6.72,,385.11,24.085
2011-09-03,374.79,6.8,,406.62,24.534999999999997
2011-09-04,372.48,6.545,,390.135,23.685
2011-09-05,371.315,6.72,,387.845,22.725
2011-09-06,384.85,6.69,,401.18,22.2675
2011-09-07,383.51,6.275,,393.83000000000004,21.880000000000003
2011-09-08,384.795,6.18,,386.325,21.6425
2011-09-09,384.16,6.28,,376.495,21.515
2011-09-10,385.49,6.64,,347.42,21.47
2011-09-11,369.48,7.1,,308.78499999999997,22.29
2011-09-12,376.79,7.23,,330.47,22.455
2011-09-13,393.85,7.13,,364.81,21.97
2011-09-14,409.36,6.45,,362.155,21.497500000000002
2011-09-15,428.53,5.995,,354.84,20.520000000000003
2011-09-16,423.54,5.4,,369.51,20.05
2011-09-17,409.87,5.465,,362.175,19.68
2011-09-18,395.855,5.57,,391.525,19.27
2011-09-19,397.49,5.465,,375.51,19.045
2011-09-20,397.505,5.62,,371.51,19.119999999999997
2011-09-21,392.19,5.63,,398.525,18.825
2011-09-22,415.53,5.93,,423.545,18.45
2011-09-23,426.21500000000003,5.84,,447.54,18.15
2011-09-24,417.225,5.67,,440.87,17.92
2011-09-25,404.53499999999997,5.44,,428.875,17.494999999999997
2011-09-26,387.53499999999997,5.05,,414.875,17.275
2011-09-27,392.19,4.34,,414.05499999999995,16.725
2011-09-28,411.54,4.67,,430.21500000000003,16.645
2011-09-29,441.725,4.97,,481.09000000000003,16.619999999999997
2011-09-30,414.205,5.14,,476.1,16.09
2011-10-01,433.62,5.65,,474.97,15.84
2011-10-02,458.93,5.295,,460.28499999999997,15.76
2011-10-03,476.26,5.75,,463.25,15.865
2011-10-04,625.66,8.44,,553.39,16.4225
2011-10-05,577.78,9.24,,527.885,16.41
2011-10-06,499.89,7.84,,432.525,16.16
2011-10-07,458.89,5.95,,388.86,15.705
2011-10-08,676.995,7.53,,583.095,16.05
2011-10-09,993.8,10.61,,765.2,16.975
2011-10-10,1045.75,10.205,,753.3,16.770000000000003
2011-10-11,822.385,9.395,,551.085,16.715
2011-10-12,1173.5,11.635000000000002,,775.37,17.35
2011-10-13,1041.65,9.48,,642.465,17.09
2011-10-14,850.74,7.8,,523.095,16.355
2011-10-15,622.975,5.5,,407.88,15.34
2011-10-16,746.37,5.72,,430.88,15.25
2011-10-17,697.735,5.93,,403.53499999999997,14.7
2011-10-18,546.7,4.42,,344.875,14.415
2011-10-19,817.81,6.01,,444.625,14.125
2011-10-20,511.865,4.66,,312.87,13.48
2011-10-21,547.77,5.835,,316.885,13.325
2011-10-22,535.8199999999999,6.02,,312.025,13.16
2011-10-23,535.695,6.0,,355.72,13.015
2011-10-24,502.96,5.71,,299.53499999999997,12.805
2011-10-25,509.82,5.645,,309.685,12.8
2011-10-26,535.69,5.81,,307.53499999999997,12.7
2011-10-27,588.105,6.29,,320.575,12.565000000000001
2011-10-28,638.6700000000001,6.19,,351.235,12.440000000000001
2011-10-29,603.815,5.74,,311.92,12.33
2011-10-30,603.785,5.97,,328.27,12.035
2011-10-31,706.525,6.07,,343.265,11.915
2011-11-01,668.33,5.89,,312.24,11.74
2011-11-02,691.2,6.06,,355.405,11.54
2011-11-03,713.21,6.2,,338.27,11.315
2011-11-04,717.915,5.92,,329.065,11.08
2011-11-05,741.915,6.57,,343.94,10.925
2011-11-06,725.895,6.375,,342.41999999999996,10.815
2011-11-07,634.465,6.76,,339.255,10.755
2011-11-08,556.43,6.78,,360.44,10.605
2011-11-09,538.26,6.82,,331.765,10.265
2011-11-10,596.15,6.74,,324.925,9.71
2011-11-11,579.49,6.73,,328.11,9.505
2011-11-12,,,,,
2011-11-13,,,,,
2011-11-14,,,,,
2011-11-15,,,,,
2011-11-16,,,,,
2011-11-17,,,,,
2011-11-18,,,,,
2011-11-19,,,,,
2011-11-20,,,,,
2011-11-21,,,,,
2011-11-22,,,,,
2011-11-23,,,,,
2011-11-24,,,,,
2011-11-25,,,,,
2011-11-26,,,,,
2011-11-27,,,,,
2011-11-28,,,,,
2011-11-29,,,,,
2011-11-30,,,,,
2011-12-01,,,,,
2011-12-02,,,,,
2011-12-03,,,,,
2011-12-04,,,,,
2011-12-05,,,,,
2011-12-06,,,,,
2011-12-07,,,,,
2011-12-08,,,,,
2011-12-09,,,,,
2011-12-10,,,,,
2011-12-11,,,,,
2011-12-12,,,,,
2011-12-13,,,,,
2011-12-14,,,,,
2011-12-15,,,,,
2011-12-16,,,,,
2011-12-17,,,,,
2011-12-18,,,,,
2011-12-19,,,,,
2011-12-20,,,,,
2011-12-21,,,,,
2011-12-22,,,,,
2011-12-23,,,,,
2011-12-24,,,,,
2011-12-25,,,,,
2011-12-26,,,,,
2011-12-27,,,,,
2011-12-28,,,,,
2011-12-29,,,,,
2011-12-30,,,,,
2011-12-31,,,,,
2012-01-01,,,,,
2012-01-02,,,,,
2012-01-03,,,,,
2012-01-04,,,,,
2012-01-05,,,,,
2012-01-06,,,,,
2012-01-07,,,,,
2012-01-08,,,,,
2012-01-09,,,,,
2012-01-10,,,,,
2012-01-11,,,,,
2012-01-12,,,,,
2012-01-13,,,,,
2012-01-14,,,,,
2012-01-15,,,,,
2012-01-16,,,,,
2012-01-17,,,,,
2012-01-18,,,,,
2012-01-19,,,,,
2012-01-20,,,,,
2012-01-21,,,,,
2012-01-22,,,,,
2012-01-23,,,,,
2012-01-24,,,,,
2012-01-25,,,,,
2012-01-26,,,,,
2012-01-27,,,,,
2012-01-28,,,,,
2012-01-29,,,,,
2012-01-30,,,,,
2012-01-31,,,,,
2012-02-01,,,,,
2012-02-02,,,,,
2012-02-03,,,,,
2012-02-04,,,,,
2012-02-05,,,,,
2012-02-06,,,,,
2012-02-07,,,,,
2012-02-08,,,,,
2012-02-09,,,,,
2012-02-10,,,,,
2012-02-11,,,,,
2012-02-12,,,,,
2012-02-13,,,,,
2012-02-14,,,,,
2012-02-15,,,,,
2012-02-16,,,,,
2012-02-17,,,,,
2012-02-18,,,,,
2012-02-19,,,,,
2012-02-20,,,,,
2012-02-21,,,,,
2012-02-22,,15.5,,,2.8
2012-02-23,,,,,
2012-02-24,,,,,
2012-02-25,,,,,
2012-02-26,,,,,
2012-02-27,,,,,
2012-02-28,,,,,
2012-02-29,,,,,
2012-03-01,,,,,
2012-03-02,,,,,
2012-03-03,,,,,
2012-03-04,,,,,
2012-03-05,,,,,
2012-03-06,,,,,
2012-03-07,,,,,
2012-03-08,,,,,
2012-03-09,,,,,
2012-03-10,,,,,
2012-03-11,,,,,
2012-03-12,,,,,
2012-03-13,,,,,
2012-03-14,,,,,
2012-03-15,,,,,
2012-03-16,,,,,
2012-03-17,,,,,
2012-03-18,,,,,
2012-03-19,,,,,
2012-03-20,,,,,
2012-03-21,,14.4,,,7.3
2012-03-22,,,,,
2012-03-23,,,,,
2012-03-24,,,,,
2012-03-25,,,,,
2012-03-26,,,,,
2012-03-27,,,,,
2012-03-28,,,,,
2012-03-29,,,,,
2012-03-30,,,,,
2012-03-31,,,,,
2012-04-01,,,,,
2012-04-02,,,,,
2012-04-03,,,,,
2012-04-04,,13.0,,,8.0
2012-04-05,,,,,
2012-04-06,,,,,
2012-04-07,,,,,
2012-04-08,,,,,
2012-04-09,,,,,
2012-04-10,,,,,
2012-04-11,,,,,
2012-04-12,,,,,
2012-04-13,,,,,
2012-04-14,,,,,
2012-04-15,,,,,
2012-04-16,,,,,
2012-04-17,,10.3,,,10.3
2012-04-18,,,,,
2012-04-19,,,,,
2012-04-20,,,,,
2012-04-21,,,,,
2012-04-22,,,,,
2012-04-23,,,,,
2012-04-24,,,,,
2012-04-25,,,,,
2012-04-26,,,,,
2012-04-27,,,,,
2012-04-28,,,,,
2012-04-29,,,,,
2012-04-30,235.73,8.99,,150.13,10.629999999999999
2012-05-01,241.65,8.96,,152.07,10.485
2012-05-02,241.41,9.09,,151.255,10.7
2012-05-03,235.73000000000002,9.29,,151.11,12.535
2012-05-04,250.46499999999997,9.27,,150.885,12.715
2012-05-05,255.775,9.23,,150.39999999999998,12.07
2012-05-06,268.18,9.24,,151.73,11.795
2012-05-07,277.47,9.46,,152.62,12.3975
2012-05-08,292.78499999999997,9.75,,155.15,12.780000000000001
2012-05-09,310.805,9.87,,157.13,12.895
2012-05-10,299.64,9.94,,155.22,13.395
2012-05-11,316.64,10.09,,157.265,13.415
2012-05-12,342.46000000000004,10.36,,162.02,14.100000000000001
2012-05-13,396.62,10.36,,162.57,14.1425
2012-05-14,332.43,10.8,,154.89999999999998,15.89
2012-05-15,407.485,10.99,,162.625,15.24
2012-05-16,411.115,10.99,,164.54,15.88
2012-05-17,374.97,10.99,,159.95499999999998,15.635
2012-05-18,393.175,11.05,,160.72,15.475
2012-05-19,390.45000000000005,11.13,,160.54500000000002,16.98
2012-05-20,390.78,,,164.64,17.265
2012-05-21,552.89,,,190.64499999999998,17.295
2012-05-22,333.095,10.22,,160.365,17.485
2012-05-23,317.415,10.66,,160.68,18.064999999999998
2012-05-24,300.79,9.49,,158.19,17.405
2012-05-25,328.08,9.85,,168.565,17.869999999999997
2012-05-26,294.105,,,161.485,18.66
2012-05-27,275.44,,,157.92000000000002,18.495
2012-05-28,292.39,,,157.57999999999998,19.0
2012-05-29,306.11,8.7,,163.815,19.04
2012-05-30,312.775,,,162.63,18.85
2012-05-31,314.47,,,162.43,18.685000000000002
2012-06-01,320.15,,,165.18,18.44
2012-06-02,335.135,,,166.405,18.435000000000002
2012-06-03,370.64,,,170.92000000000002,18.465
2012-06-04,411.96500000000003,,,179.785,18.695
2012-06-05,479.0,,,189.89499999999998,19.18
2012-06-06,479.55,,,183.0,19.005000000000003
2012-06-07,539.29,,,197.625,19.73
2012-06-08,26.89,,,0.62,20.240000000000002
2012-06-09,4.56,,,3.17,20.58
2012-06-10,813.345,,,1.62,20.71
2012-06-11,915.2,10.7,,-13.774999999999999,21.02
2012-06-12,10.344999999999999,,,9.82,21.59
2012-06-13,2.3,,,7.06,21.51
2012-06-14,112.285,,,5.76,20.93
2012-06-15,16.15,,,-0.51,21.07
2012-06-16,0.66,,,-5.1,21.53
2012-06-17,0.13,,,4.43,21.9
2012-06-18,0.12,,,4.1,22.09
2012-06-19,,,,5.82,22.28
2012-06-20,,,,4.68,22.76
2012-06-21,0.37,,,3.8049999999999997,23.41
2012-06-22,0.35,,,2.49,23.47
2012-06-23,0.16,,,1.17,23.52
2012-06-24,0.21,,,1.28,23.6
2012-06-25,0.02,10.3,,1.11,23.47
2012-06-26,486.6,,,2.18,23.03
2012-06-27,587.82,,,722.6949999999999,23.45
2012-06-28,,,,,
2012-06-29,,,,,
2012-06-30,,,,,
2012-07-01,,,,,
2012-07-02,,,,,
2012-07-03,,,,,
2012-07-04,,,,,
2012-07-05,315.43,9.35,,221.055,28.935000000000002
2012-07-06,320.26,9.19,,231.13,28.840000000000003
2012-07-07,293.1,8.89,,223.59,29.485
2012-07-08,313.93499999999995,8.915,,256.22,28.5
2012-07-09,303.78,8.99,,244.35000000000002,28.5225
2012-07-10,320.275,9.0,,266.055,27.67
2012-07-11,326.13,8.93,,272.77,27.265
2012-07-12,312.94500000000005,9.03,,257.985,27.235
2012-07-13,339.445,8.98,,272.78,27.090000000000003
2012-07-14,353.145,8.84,,286.09,26.835
2012-07-15,349.79,8.65,,298.78,26.93
2012-07-16,320.45,8.67,,248.56,27.655
2012-07-17,355.13,8.38,,275.09,27.525
2012-07-18,345.79,8.1,,277.43,28.03
2012-07-19,409.33000000000004,7.95,,374.145,27.4
2012-07-20,408.5,7.79,,372.645,26.7575
2012-07-21,402.635,8.23,,389.81,26.515
2012-07-22,398.15,8.26,,393.175,26.3
2012-07-23,387.83,8.26,,381.125,26.299999999999997
2012-07-24,377.30499999999995,8.31,,362.145,26.905
2012-07-25,383.475,8.12,,424.825,26.215
2012-07-26,392.475,8.09,,426.185,26.215
2012-07-27,414.85,8.09,,456.545,26.15
2012-07-28,432.19,8.26,,444.52,26.14
2012-07-29,415.525,8.46,,421.875,26.090000000000003
2012-07-30,404.34000000000003,8.43,,409.82,25.945
2012-07-31,341.14,8.52,,332.13,26.57
2012-08-01,303.94500000000005,8.72,,279.46,27.16
2012-08-02,304.775,8.73,,263.185,27.41
2012-08-03,292.77,8.65,,270.775,27.32
2012-08-04,319.14,8.54,,294.45,27.055
2012-08-05,333.48,8.36,,336.81,26.46
2012-08-06,344.81,8.55,,346.145,26.215
2012-08-07,329.47,8.59,,309.46,26.36
2012-08-08,349.81,8.46,,314.47,26.409999999999997
2012-08-09,382.85,8.06,,398.85,25.75
2012-08-10,380.84,7.93,,398.2,24.56
2012-08-11,414.51,8.06,,416.205,24.189999999999998
2012-08-12,428.18,7.82,,454.22,23.89
2012-08-13,457.565,7.86,,465.555,23.744999999999997
2012-08-14,445.885,8.73,,438.345,23.83
2012-08-15,438.205,8.515,,391.515,24.240000000000002
2012-08-16,445.545,8.19,,432.865,23.63
2012-08-17,458.245,8.645,,447.525,23.19
2012-08-18,486.91,8.89,,444.22,23.25
2012-08-19,401.53,8.76,,373.995,23.5275
2012-08-20,440.88,8.77,,396.53,23.125
2012-08-21,376.15999999999997,9.04,,336.13,23.545
2012-08-22,366.18,8.93,,337.485,23.475
2012-08-23,367.51,8.635000000000002,,335.14,23.369999999999997
2012-08-24,368.8,8.66,,340.495,23.335
2012-08-25,355.49,8.76,,329.46000000000004,23.46
2012-08-26,378.17,8.52,,345.645,23.6975
2012-08-27,371.98,8.895,,323.13,23.875
2012-08-28,370.82,8.86,,308.77,24.1625
2012-08-29,365.32,8.86,,307.15,24.122500000000002
2012-08-30,400.84,8.58,,316.485,23.88
2012-08-31,422.14,8.36,,304.125,23.985
2012-09-01,440.87,8.07,,312.82,23.895
2012-09-02,480.9,7.75,,298.14,23.485
2012-09-03,,,,,
2012-09-04,350.12,8.51,,228.09,25.6625
2012-09-05,546.42,8.385000000000002,,285.48,23.75
2012-09-06,667.81,8.57,,299.47,23.66
2012-09-07,638.48,8.25,,294.81,23.65
2012-09-08,707.21,7.91,,315.66499999999996,22.67
2012-09-09,750.37,7.95,,318.985,22.275
2012-09-10,904.9300000000001,8.015,,332.175,22.09
2012-09-11,800.905,7.915,,324.83,21.81
2012-09-12,824.04,8.17,,330.83,21.759999999999998
2012-09-13,710.535,7.72,,319.5,21.365000000000002
2012-09-14,613.14,7.75,,298.82,21.125
2012-09-15,607.3,7.86,,287.48,20.965
2012-09-16,599.63,7.74,,288.14,20.814999999999998
2012-09-17,656.005,7.85,,302.495,20.64
2012-09-18,674.71,7.82,,313.49,19.89
2012-09-19,689.5550000000001,7.46,,302.84,19.265
2012-09-20,767.08,7.575,,302.33000000000004,18.89
2012-09-21,917.83,7.51,,326.865,18.4575
2012-09-22,1014.95,7.825,,337.2,17.825000000000003
2012-09-23,1163.4,8.31,,341.88,17.375
2012-09-24,1298.5,8.02,,334.185,17.03
2012-09-25,1501.4499999999998,8.765,,346.86,16.82
2012-09-26,1686.1,9.504999999999999,,366.87,17.0
2012-09-27,1956.0,9.06,,385.88,16.759999999999998
2012-09-28,2050.5,9.22,,368.88,16.695
2012-09-29,1713.0,11.25,,347.49,17.28
2012-09-30,2020.4,11.6,,387.54,16.979999999999997
2012-10-01,2053.8,10.81,,358.855,16.825000000000003
2012-10-02,1539.0,10.79,,323.85,16.795
2012-10-03,1096.65,10.995000000000001,,285.995,17.105
2012-10-04,1252.85,10.01,,304.84,16.59
2012-10-05,1397.0,9.1,,318.21,16.105
2012-10-06,1484.9499999999998,8.73,,334.94,15.58
2012-10-07,1422.9499999999998,9.17,,333.94,14.955
2012-10-08,1456.6,8.86,,320.26,14.5
2012-10-09,1608.55,8.87,,337.545,14.07
2012-10-10,1672.95,8.16,,324.91,13.684999999999999
2012-10-11,1910.1999999999998,7.135,,314.25,13.385
2012-10-12,1765.6,8.62,,314.875,13.095
2012-10-13,1698.7,8.53,,308.58,12.86
2012-10-14,1437.8,8.2,,286.18,13.0
2012-10-15,1334.4,9.215,,281.23,12.8
2012-10-16,1171.3,8.52,,256.105,12.795
2012-10-17,1042.05,8.57,,245.095,12.745000000000001
2012-10-18,908.735,8.76,,241.89,12.675
2012-10-19,928.575,8.99,,247.51999999999998,12.545
2012-10-20,877.035,8.81,,233.345,12.43
2012-10-21,570.12,8.69,,217.89,12.41
2012-10-22,500.02,8.68,,250.82,12.48
2012-10-23,466.35,8.91,,248.26,12.49
2012-10-24,386.20500000000004,8.68,,190.31,12.735
2012-10-25,348.91,8.87,,175.67,12.684999999999999
2012-10-26,430.02,9.32,,197.12,12.285
2012-10-27,476.385,9.18,,208.205,12.175
2012-10-28,477.35,8.99,,221.04,11.91
2012-10-29,508.41,8.93,,209.1,11.61
2012-10-30,506.745,9.39,,253.72,11.295
2012-10-31,513.08,9.42,,260.47,10.855
2012-11-01,468.055,9.49,,250.28500000000003,10.64
2012-11-02,439.03,9.515,,274.385,10.445
2012-11-03,448.875,9.37,,216.005,10.275
2012-11-04,424.52,9.31,,228.04,10.195
2012-11-05,372.66,9.22,,201.27,9.945
2012-11-06,381.64,9.46,,192.45,9.58
2012-11-07,376.81500000000005,9.36,,190.41500000000002,9.530000000000001
2012-11-08,356.29,10.05,,202.68,9.45
2012-11-09,362.63,9.45,,207.235,9.350000000000001
2012-11-10,360.77,9.55,,206.39,9.29
2012-11-11,386.97,9.87,,244.87,9.39
2012-11-12,384.99,10.06,,269.11,9.315
2012-11-13,477.28499999999997,10.49,,339.79499999999996,8.645
2012-11-14,437.88,10.4,,362.81500000000005,8.42
2012-11-15,423.01,10.54,,234.145,8.3825
2012-11-16,448.7,10.37,,227.945,8.3
2012-11-17,422.37,10.73,,225.42,8.14
2012-11-18,410.52,10.76,,199.59,8.04
2012-11-19,429.68,10.8,,192.87,7.99
2012-11-20,580.975,10.81,,235.14,7.99
2012-11-21,495.25,10.93,,303.255,8.035
2012-11-22,387.65,11.03,,188.745,8.0
2012-11-23,446.25,11.34,,263.77,7.865
2012-11-24,519.735,11.74,,396.7,7.175
2012-11-25,510.53,11.81,,463.46,6.98
2012-11-26,512.07,11.84,,302.33,6.79
2012-11-27,516.25,11.94,,524.5899999999999,6.295
2012-11-28,514.23,12.19,,603.835,6.0
2012-11-29,531.4449999999999,12.23,,673.385,5.85
2012-11-30,518.2,12.34,,445.47,5.775
2012-12-01,,,,,
2012-12-02,,,,,
2012-12-03,,,,,
2012-12-04,,,,,
2012-12-05,,,,,
2012-12-06,,,,,
2012-12-07,,,,,
2012-12-08,,,,,
2012-12-09,,,,,
2012-12-10,,,,,
2012-12-11,,,,,
2012-12-12,,,,,
2012-12-13,,,,,
2012-12-14,,,,,
2012-12-15,,,,,
2012-12-16,,,,,
2012-12-17,,,,,
2012-12-18,,,,,
2012-12-19,,,,,
2012-12-20,,,,,
2012-12-21,,,,,
2012-12-22,,,,,
2012-12-23,,,,,
2012-12-24,,,,,
2012-12-25,,,,,
2012-12-26,,,,,
2012-12-27,,,,,
2012-12-28,,,,,
2012-12-29,,,,,
2012-12-30,,,,,
2012-12-31,,,,,
2013-01-01,,,,,
2013-01-02,,,,,
2013-01-03,,,,,
2013-01-04,,,,,
2013-01-05,,,,,
2013-01-06,,,,,
2013-01-07,,,,,
2013-01-08,,,,,
2013-01-09,,,,,
2013-01-10,,,,,
2013-01-11,,,,,
2013-01-12,,,,,
2013-01-13,,,,,
2013-01-14,,,,,
2013-01-15,,,,,
2013-01-16,,,,,
2013-01-17,,,,,
2013-01-18,,,,,
2013-01-19,,,,,
2013-01-20,,,,,
2013-01-21,,,,,
2013-01-22,,,,,
2013-01-23,,,,,
2013-01-24,,,,,
2013-01-25,,,,,
2013-01-26,,,,,
2013-01-27,,,,,
2013-01-28,,,,,
2013-01-29,,,,,
2013-01-30,,,,,
2013-01-31,,,,,
2013-02-01,,,,,
2013-02-02,,,,,
2013-02-03,,,,,
2013-02-04,,,,,
2013-02-05,,,,,
2013-02-06,,,,,
2013-02-07,,,,,
2013-02-08,,,,,
2013-02-09,,,,,
2013-02-10,,,,,
2013-02-11,,,,,
2013-02-12,,15.8,,,0.8
2013-02-13,,,,,
2013-02-14,,,,,
2013-02-15,,,,,
2013-02-16,,,,,
2013-02-17,,,,,
2013-02-18,,,,,
2013-02-19,,,,,
2013-02-20,,,,,
2013-02-21,,,,,
2013-02-22,,,,,
2013-02-23,,,,,
2013-02-24,,,,,
2013-02-25,,,,,
2013-02-26,,,,,
2013-02-27,,,,,
2013-02-28,,,,,
2013-03-01,,,,,
2013-03-02,,,,,
2013-03-03,,,,,
2013-03-04,,,,,
2013-03-05,,,,,
2013-03-06,,,,,
2013-03-07,,,,,
2013-03-08,,,,,
2013-03-09,,,,,
2013-03-10,,,,,
2013-03-11,,,,,
2013-03-12,,,,,
2013-03-13,,,,,
2013-03-14,,,,,
2013-03-15,,,,,
2013-03-16,,,,,
2013-03-17,,,,,
2013-03-18,,,,,
2013-03-19,,,,,
2013-03-20,,,,,
2013-03-21,,,,,
2013-03-22,,,,,
2013-03-23,,,,,
2013-03-24,,,,,
2013-03-25,,,,,
2013-03-26,,,,,
2013-03-27,,,,,
2013-03-28,,,,,
